,class,tweet
19165,1,RT bitch beg love amp loyalti never give anyon karma bitch
19166,1,RT I peep everyth know I slap bitch smile face
19167,1,RT river serious bitch throw hand around like 5 year old bc someth go right lol
19168,2,RT coach K say player need motiv get back track follow paul georg injuri rather play ho
19169,2,RT chicago refund 7 7 million made red light ticket issu yellow light shorten
19170,1,RT think bad well bitch meaner
19171,1,RT bitch say darkskin nigga fuck best I see wo
19172,1,RT boosi said got bitch sip thot gonna boosi bitch da sip bio bethiphopaward
19173,2,RT flappi bird deep hahaha
19174,2,RT I make paper ball trash
19175,1,RT nigga damn dej loaf got bitch get tri
19177,1,RT It like zero bitch nap gon stick yo side fall forreal tho thi NO lie
19178,2,RT mandat still effect mean marriag ban nevada unconstitut trial court yet enter injun
19179,1,RT turn hoe hous wife babbyyi
19180,2,RT trash alway demand new music gawd tyga
19181,2,RT peopl say basebal bore redskin
19182,1,RT bitch dress like pussi tast like hot dog water bad grade
19183,1,RT I stand I text first ass bitch
19184,1,RT fat bitch I thick
19185,1,RT rapper name would nigger
19186,0,RT black yellow go win year wrong answer tiger wood
19187,1,RT nigger hair comin bitch dread back forgot centuri ago
19188,1,RT Im knock pussi like fight night
19189,1,RT fuck us tweak hoe
19190,1,RT babi born hipster come hospit beani
19191,1,RT take one femal chang nigga take 100 nigga chang hoe
19192,1,RT bitch work keep sing like never bust move
19193,1,RT mckean mckean lol hate half peopl lol weird ass hoe lol corni ass food I still kill shit doe
19194,1,RT hoe get outta line featur cat
19195,1,RT RT lol u faggot know
19196,1,RT fuck twerk bitch cook
19197,1,RT know game He gonna make small loss possibl 1 juan hoe jump
19198,1,RT step gauntlet bitch nut I could use someth wipe ass
19199,1,RT need life bottl bitch life lesson sam houston state
19200,1,RT guy tell eat pussi sudden I suck dick anymor center washington univers
19201,1,RT I rub orang peel dick I go cuz I want bitch catch cold vitaminsemen prairi
19202,2,RT My first adult decis made colleg buy guinea pig noragret alsonobeermoney univers iowa
19203,1,RT thing collegefess taught fact hoe loyal stoni brook
19204,1,RT We put long hard dick throat least could lick littl pussi returnthefavor illino
19205,0,RT know dyke ask men golf club
19206,1,RT lmao okay let address pepsi pussi real nigga know
19207,1,RT blow shit get fatter white trash love holiday
19208,1,RT want 600 follow follow bitch cruze2014 pittsburgh
19209,1,RT bitch act like never seen face mask bitchpleas
19210,1,RT sharpton went big fat snitch skinni bitch either way noth carni
19211,1,RT shat delta smell pussi
19212,1,RT notic im real bitch wack
19213,1,RT bitch quick say let pull phone
19214,1,RT hoe loyal N O O
19215,1,RT make pull pokeflut hoe
19216,1,RT time I ya I make bad pussi behav
19217,2,RT curiou georg curiou littl monkey derang serial cat killer stori man yellow hat want
19218,1,RT doctor avail examin pussi testicl peni painlessli possibl
19219,1,RT I want eat much pussi I lent m4w 29
19220,1,RT women bless cotton candi pussi
19222,2,RT eat anim cracker sacrament 17andlovinit
19223,1,RT I bitch whi stick around
19224,2,RT syrian brought US democraci train endors jihadi
19225,1,RT If unfollow littl bitch cu handl tweet lol
19226,1,RT fuck lancast bitch
19227,1,RT thought sleep bitch
19228,1,RT take one bitch ass monkey human fuck everi bodi peac seren
19229,1,RT congress realli act like bunch bitter bitch continu refight elect lost obama presid
19230,2,RT lanc stephenson trash talk affect anybodi lanc stephenson
19231,1,RT know motto It trick If worth It fuck first trick later depend potenc pussi
19232,1,RT femal twitter 1 brag bout loyalti 2 call femal hoe 3 song lyric 4 complain bout cramp 5 twee
19233,1,RT gotta realli weak bitch let somebodi tweet offend especi never met person
19234,2,RT beani life
19235,1,RT funniest one lmfaoooo swag bitch
19236,1,RT fought 2 littl bitch ass 6 yr old month ago
19237,1,RT boy get thirsti grimey girl pussi get ass nigga
19238,1,RT derrick said I cover face leav eye visibl I ton bitch
19239,1,RT pop molli hoe start poppin birth control
19240,1,RT oomf lie know bore brusli fckn bald head hoe
19241,2,RT call old fashion I sewn togeth magic bird
19242,1,RT sick bitch bitch bitch
19243,1,RT I need bitch
19244,1,RT big bitch come club dress well flat noheel
19245,1,RT hey bitch social I love ioc cut constitut hockey mask via
19246,1,RT I watch VS fashion show I bigger boob pancak bitch lol
19247,1,RT bitch I concern
19248,1,RT peopl forget logic behind purg retard haha
19249,2,RT Me somebodi say childish gambino trash
19250,2,RT charli sheen get point
19251,1,RT I may bitch least I keep real
19252,2,RT flappi bird extrem play two bird hardcor easier two peopl lol f
19253,1,RT littl closer bitch
19254,1,RT happi birthday gayest nigga miss follow new account british cunt
19255,2,RT If play flappi bird 1 800 273 8255 nation suicid prevent lifelin save live
19256,1,RT theori say ratchet pussi juici j proven
19257,2,RT If gator gator bait
19258,2,RT fan ny yanke victoriasecret fit
19259,1,RT omg cough saw wigga tweet fuckkk lol talk choke
19260,1,RT I swear god guy bigger bitch girl
19261,1,RT hoe find way hoe matter
19262,2,RT man captur muammar gaddafi wa wear A yanke cap
19263,2,RT anyon hate charli sheen
19264,1,RT I key car bitch foreign
19265,2,RT tommi voeckler keep yellow andi schleck break tour contador broken incred day tdf
19267,1,RT dude probabl think eat pussi suck pussi lip fse cut
19268,1,RT black bitch drive fav song come pt 1 golilstaci
19269,2,RT I betray I slit wrist
19270,1,RT top notch bitch hair ass
19271,1,RT I fuke everi night new hous caus bitch I work hard fa new hous
19272,1,RT never invest money broke bitch
19273,1,RT I cool ass nigga lb rare mf like nigga either hate mad cu yo bitch choos
19274,1,RT I beat pussi
19275,1,RT It birthday I wish mani big booti hoe mane shit ima turn birthday
19276,1,RT flagrant lebron bitch
19277,1,RT We want skinni bitch get WE want big booti bitch
19278,1,RT johnni cash turn gambler guess could say know ho never mind
19279,2,RT obama kill twinki gonetofar
19280,2,RT It well known support cruelti bird saveanim sign petit h
19281,2,RT obama golf cours still look ball charli daniel
19282,1,RT lol block littl bitch day
19283,1,RT aint hoe get trap hous
19284,2,RT even hate yanke way like derek jeter one classiest respect play
19285,1,RT If I post pictur woman hoe jump bridg tonight lol ohkillem
19286,1,RT smh hoe wait
19287,1,RT bitch twerk club peep chang pocket
19288,2,RT 2 field 1 heart star derek jeter star back school yank
19289,1,RT dog like Go tell em I ate bitch ass homework never gunna believ dumb ass
19290,1,RT lmao hoe day
19291,1,RT slow rap voic bitch suck dick faster rap voic bitch suck dick
19292,2,RT berto KO dude want get KO berto trash upsher trash fight trash bronertaylor box
19293,1,RT hoooow bitch
19294,1,RT bitch dick yo dinner
19295,1,RT see pussi amp person gotta trash nigga stop talk sex
19296,1,RT lmao hoe favorit season cuf season U aint know summer hoe turn winter wifey
19297,2,RT In 2014 tweet migo trash care explain 2064 suprem court confirm hear
19298,2,RT draw organ powder goat milk bath rose petal chop clam eww kid Mr bubbl
19299,1,RT uhm bitch fuck wednesday suppos wear black u sit us
19300,1,RT lexi swear bad bitch
19302,1,RT lol shiiiiiit one day gonna golden statu lickin da shit pussi
19303,1,RT lol I eatin da shit outta sum pussi ill never serial pussi eater tho
19304,1,RT I get peopl bitch unfollow never talk
19305,1,RT bitch look like I care N O O
19306,1,RT ipad rais kid giant pussi good job
19307,1,RT hoe realli would sit face act like puttin world relationship fuckin whole
19308,1,RT gun fuck corni put assault rifl knuckl wanna go hand hand nra pussi ass spoke
19309,0,RT caus hoe go jail caus fuck hoe bloodi n make call head honcho
19310,0,RT lmaooo friday next like yo son fag
19311,1,RT momma said pussi cat insid dog hous
19312,1,RT fob fan know fuck fatti poor argument anyth 5th
19313,1,RT never hurt girlfriend make hoe happi djmemphis10
19314,1,RT stupid ignor bitch stop chick fil A woodland support great busi
19315,1,RT I gave number bad ass bitch day ago said I call I make home I start think tha
19316,1,RT si bitch brother jerk leav em alon continu work Q tip
19317,1,RT gameplan 1 eat pussi 2 beat pussi 3 apolog pussi eat good
19318,1,RT I want take time tonight acknowledg ex hoe
19319,1,RT use fun hoe new posit
19320,1,RT I matur enough eat pussi time eat ass disrespect
19321,1,RT ya bitch luv throw bread crumb ground complain pigeon come flock toward ya
19322,2,RT know ugli ape chosen man crush never
19323,1,RT thi bitch come pull titti merri
19324,1,RT thi nigga jerri room smell like bad pussi
19325,2,RT salut derek jetter best yanke ever
19326,1,RT dont fuck u hoe
19327,2,RT kany said mayonnais color benz push miracl whip
19328,2,RT favorit yellow album theperfectansw
19329,1,RT I know one thing tho bitch come amp go
19330,1,RT nigga gon talk bitch gon hate
19331,2,RT brendon uri must make boy feel like trash
19332,1,RT Am I one tht see hoe pattern stop tweet 3 4 week come bac love tweet bout
19333,1,RT ross got amber rose nake hoe loyal wiz amber rose tho
19334,1,RT bell hook bore nikki minaj amp think pussi old hat I bore old hat ass pop critiqu
19335,1,RT Do I get pick actress portray unsolv mysteri polic find remain bitch ca
19336,1,RT I wanna pimp hoe amp ride rarri
19337,2,RT jay I think someon alzheim suffer alcohol mildli retard peopl mak
19338,1,RT launch sack burn medic wast side someon hous bird feeder porch fuck bird
19339,1,RT ah smell readi open oven pull sshitti burnt ritz cracker perfect boy lu
19340,1,RT hoo boy guinea pigd love shit order full dozen
19341,2,RT night time fall im cori latin man intrigu place bird feather glass scotch never post ab
19342,1,RT bitch fwu wanna ha na bitch
19343,2,RT look like wear trash bag
19344,1,RT curv man today may need eat pussi tomorrow
19345,1,RT real He eat pussi u nut So u return favor
19346,2,RT top 5 thot tattoo 1 dream catcher 2 bird feather 3 inspir quot dont live 4 anim p
19347,1,RT aint hoe get UP MY traphouseee
19348,1,RT 7th grade bitch lt 3
19349,1,RT dont mind im tryin teach ur bitch dougi
19350,1,RT new year resolut fuck ur bitch 2014 time
19351,2,RT sure pretti face crippl
19352,2,RT I confid nonwhatsoev barack sole reason countri thi
19353,1,RT howtogetagirl I repeat DO refer bitch
19354,1,RT violet need servic get text hoe
19355,1,RT pussi ass nigga
19356,2,RT real game pub trash let drug get smash
19357,0,RT asshol know refer girl bitch make dick bigger right
19358,1,RT amp rivvv tn bail pussi
19359,2,RT whi al challeng gonna donat cuz 10k amp tiger blood donat unlik charli
19360,2,RT eagl 5hr till bird kick ass bleedgreen
19361,1,RT bro made want ho even year
19362,2,RT lol credit near good I know right man job ho nice though
19363,1,RT I done everyth hoe ever want MY daddi nigga w money
19364,2,RT melo go bull still gon trash unless melo get special privileg allowin 2play allstar uniform
19365,1,RT life bitch
19366,2,RT thi jimmi fallon prank get NY yanke fan boo robinson cano amaz via
19367,1,RT make sure take rage unsuspect target today I chose stapler bitch come
19368,1,RT I complet lost mind find go ahead keep bitch
19369,1,RT jimmi graham one ugli son bitch
19370,1,RT I wish bitch would tell someth I know MY nigga girlboo
19371,1,RT doggpound never left hip hop fan turn hoe liter ratchet broad pretend like bask
19372,2,RT dreamt trash bag btw
19373,1,RT yea cotto frustrat n didnt wanna go like bitch left ring soo
19374,1,RT see guy kick long hair faggot lil video game team
19375,1,RT gonna believ crippl fuckn hippo
19376,1,RT I see moos rockin back n forth corner n empti room faggot hair face sayin 2 hims
19377,1,RT I still laugh maniac scare needl bet cri like bitch got gay ass tat
19378,1,RT mind drive ghetto ass chula vista slap shit gyro watch stand ta
19379,2,RT two jihadi argu stolen mamp M make day
19380,1,RT bummi hoe ur right si I splash peppermint soap shit necessari
19381,2,RT clam surviv instinct kick door shut
19382,2,RT flappi bird make smash phone face
19384,1,RT hover parent one bitch children depend
19385,1,RT 3am man bitch A comput realli cannot fuck compet
19387,1,RT It noveminemb bitch artist Of year ama
19388,1,RT quit hoggin blunt bitch
19389,1,RT I catchin bitch bitch catchin feel
19390,1,RT put pussi pedest homi
19391,1,RT kill bitch differ real life mcm everi damn monday lmao whoraisedy
19392,2,RT allen west amp slipperi slope obama constitut contempt pjnet ccot
19393,1,RT fad doc marten enjoy anal sex girbaud poser wigger fake banger account jnco domin
19394,1,RT burn forev bitch
19395,1,RT one realli like get got one realli like lucki bitch
19396,1,RT girl ugli denna hoe
19397,1,RT idc cute shit dont matter got trash person
19398,2,RT hot press todd mcshay first post combin nfl mock draft includ new No 1
19399,2,RT yank sox get togeth thing usual go smoothli gt
19400,1,RT money baddest bitch I know
19401,1,RT pussi good pull ever
19402,1,RT u got cotton mouth u eat pussi
19403,1,RT porno hoe funni af bc still like u like tight ass pussi even tho dude fuck 45 minut w
19404,1,RT u still ur feel new pussi
19405,1,RT fuck skinni bitch neverforget
19406,1,RT befor cover ir misde creepi littl leprechaun john koskinen cook book teamster amp freddi mac
19407,1,RT I embarrass bitch
19408,1,RT sit pretti make bitch mad pretti much
19409,1,RT nosey ass hoe I hate em alway find shit find man date em
19410,2,RT A monkey mustach thoma kienzl
19411,1,RT cover half face still prettier hoe skndndnddnd
19413,1,RT My friend 2014 malibu legroom ventil necessari profession pussi eat visit chevi
19414,1,RT found marehood code hors pussi broni mlp
19415,1,RT bitch talk bout dey bout ta chill go bitch say dat caus get cold u bitch
19416,2,RT sing careless whisper broken 7 year old flip flop way trash
19418,1,RT nah go talk ur hoe sinc u dont wanna text back n shit
19419,1,RT I swear forev bitch
19420,1,RT girl tweet might ghetto u bring food outsid movi u might stupid u pay 4 99 ba
19421,1,RT nah go talk ur bitch sinc yo crush n shit
19422,1,RT u may think im bitch soon get know u realiz first impress right bitch
19423,1,RT rockin rollin swaggin max My bitch fashion killa busi poppin tag
19424,1,RT u realiz say omg MY EX downgrad lol xddd make seem like creepi littl cunt seem de
19425,1,RT let get onto slingi dingi ugli salamand lookin bitch I waist time tweeti
19426,1,RT unfollow bitch I cri
19427,1,RT bitch lol
19428,2,RT rip tom foley rip greg sikorskey rip charli anaya rip well crowther rip andi frederick
19429,1,RT huh man gna drown pussi real
19430,1,RT lol everyon lil bitch
19432,2,RT whi tori amo matter ever via
19433,1,RT hoe
19434,2,RT pull dead bird garden grate hot sun wink rot eye socket
19435,1,RT If yo bitch fuck bcuz money chanc nigga money fuck
19436,2,RT oreo cheesecak bar
19437,2,RT oreo cheesecak
19438,1,RT ask trust clegg cameron miliband vote ye never think cunt ever
19439,0,RT might coupl cotton picker spur play unselfish white man basketbal
19440,1,RT man tell eat pussi amp expect sex laugh laugh u put cloth laugh u g
19441,1,RT fake ass bitch bruh lol
19442,1,RT listen bitch complain nigga even
19443,1,RT tf babi goal bitch u gone gone babi goal
19444,1,RT hate bitch run mouth
19445,1,RT rule 8 pussi ass shit sometim like write love note write long paragraph never felt way b
19446,1,RT wise yet young thank listen bitch
19447,1,RT waka flaka lucki retard lol
19448,1,RT If I strand island could bring one thing I would bring dora bitch everyth fu
19449,1,RT real friend get offend call bitch hoe slut smile call someth offens
19450,1,RT I feel like eat pussi right fuck
19451,1,RT D yah bitch thirsti
19452,1,RT half bitch say tfti even go I bet
19453,1,RT pussi good save shit later
19454,1,RT A femal automat assum hoe find attract
19455,1,RT like I know I bitch sometim peopl need know level
19456,1,RT I love pussi
19457,2,RT yellow write black jers
19458,1,RT surpris stupid bitch fonda american troop vietnam
19459,1,RT I see hoe
19460,1,RT wick witch east done send vile bitch syria
19461,2,RT ill advis slant call
19462,1,RT I act like ion ee kno dat bitch
19463,1,RT hoe act
19464,2,RT trash
19465,2,RT messi trash
19466,1,RT Yo bitch givin head I watch good burger
19467,0,RT bank show engag queer commun hire tran women
19469,1,RT went lunch bitch ass
19470,1,RT I mad prejudic dad best damn pussi I ever
19471,1,RT goodby faggot
19472,1,RT hate netflix stop amp ask im still watchin like ye u think got amp start doin somethin life bitch put
19473,1,RT hobbi includ sarcast bitch
19474,1,RT I think pat tri say pussi bomb idk
19475,1,RT Oh BO stop speech like give one tinker damn kid poor crap spout prov
19476,1,RT RT To hoe I everyth
19477,2,RT give statement thought realiz make sens At pleas think abo
19478,2,RT whi adonni look like bout sell ghetto use car 2014
19479,2,RT 15thingsilov wrap arm around waist I make dinner yellow rose pearl anyth coach
19480,2,RT start anoth yellow jacket season tonight afor jacket fan gtvt1
19481,2,RT rise rhyme snowpatricksday ON AM wear green danc jig amp sing live tune w
19482,1,RT call someon racist call white bitch sentenc without lose credibl
19483,1,RT peopl person know lil gabbi got hoe
19484,1,RT bitch yall relationship shit theori
19485,1,RT girl realli comfort dude address bitch I sorri never fli
19486,1,RT bitch anyth 21 person group chat
19487,1,RT bow bitch chief
19488,2,RT girl let guy treat like yellow starburst u pink starburst
19489,1,RT Me let tri 2nd attempt first day work cold haha yeah right I fuck car bitch
19490,2,RT bird outsid bedroom window way much talk first thing morn mrrrrrrr
19491,1,RT shut bitch lol
19492,2,RT I think I even real relationship thought real trash
19493,1,RT 13hour hell obama flat lie get reelect killeri lt diff make karma bitch
19494,2,RT world cup 2014 diari argentina mock brazil twirl towel photo getti
19495,1,RT side hoe shall eat side dish fo ye ye eat traprinthion 10 17
19496,1,RT wtf drake ask us pull get autograph bitch I scheelp fuck drake
19497,1,RT Im readi get engag I meet new wave shit bitch outchea
19498,2,RT confus lefti use bridgeghazi hashtag mock bridg situat frivol serious equat
19499,2,RT Me yellow submarin rn
19500,0,RT nigger
19501,1,RT wtf bitch broke arm eeri time hit shit
19502,0,RT jenna faggot
19503,2,RT good citizen pick trash
19504,1,RT bitch handin neck like free chines food sampl mall go bed everi night wonder
19505,1,RT pussi cargo short avi fuck I give
19506,2,RT afc trash last season especi afc south jag could make playoff push great draft jo
19507,1,RT cleveland nigga I fli We switcharoo bitch lie
19508,1,RT If got chipotl plug cuff hoe twitterlessalex
19509,1,RT stop forc ya kid take pictur u tri trap nigga onlin wit u funki hoe
19510,1,RT happi halloween bitch katiedodds15 halloween cle
19511,1,RT I bet hella redneck got super piss coke commerci
19512,1,RT I honestli surpris u guy ever seen pussi
19513,1,RT show pussi
19514,1,RT lmao nigga told hoe day lovin crew gd
19515,1,RT nigguh waldo chipotl wait hous lucki soab lol
19516,1,RT If ever abort got cemeteri pussi omg lmao
19517,1,RT I still got time bitch act iffi
19518,1,RT alway fat bitch handicap spot never dude wheelchair
19519,2,RT MT US ghetto driven liber ideolog redmeat
19520,1,RT egg avi mention 0 follow pussi bo dont want war
19521,1,RT yaaa bitch yaa u hot bitch yaaa
19522,2,RT sonia never criticis kejriw trash everi leader never criticis sonia touch yok
19523,1,RT hit blunt If guy talk 5 girl hoe hoe
19524,1,RT yeah fuck best I would realli hate live I know My bad bitch appreci po
19525,2,RT morgan park kid like pop fire cracker school
19526,2,RT vermontgirlsbelik hick accent come I get around famili vermontproblem
19527,1,RT bitch call hoe high school got like 2 3 kid
19528,2,RT emma watson theoscars2014
19529,2,RT emma watson
19530,2,RT marri scarlett johansson
19531,1,RT scarlett johansson
19532,1,RT chick think sex guy month automat make boyfriend bitch ask
19533,2,RT lmao trash amp
19534,1,RT base starbuck drink choic I admit I fact basic bitch
19535,1,RT wait eat metropol see friend bring damn yellow penguin ro
19536,2,RT farewellcaptain way derek jeter close yanke stadium career
19537,1,RT fuck better lamin face grown man think eat pussi emascul
19538,1,RT thing rememb sometim bitch necessari stick gun impromptu solo danc parti good fo
19539,1,RT tom ford probabl fuck hoe probabl would homosexu
19540,1,RT c cunt u ur cunt n sure u know ur cunt turn around bitch ur cunt
19541,1,RT hoe alway talkin shit guy look bitch gonna talk shit I happi smack yo
19542,1,RT No nigger go pick cotton
19543,1,RT ex bitch need realiz
19544,1,RT I know I would tonight I atl mansionelan I bet bitch gone lit tonight
19545,1,RT see nude must beat pussi salut
19546,1,RT ead especi rita die dexter trash break bad
19547,2,RT I tell like Al green oti red stop miss point call trash amp tell
19548,1,RT stop fuck call legend trash cuz top artist gener take legend
19549,1,RT say discrimin like darkskin hoe like lightskin hoe like asian long bad
19550,1,RT sorri hoe Be care
19551,1,RT 2 thing world I aint seen ufo amp bitch I need
19552,1,RT lmaoo nigger scare So result suppos today lol lol
19553,1,RT I hate old bitch wear cloth young hoe wear like stay yo ass yo age group
19554,1,RT I hate bitch twerk slow song
19556,1,RT I need phenomen head like someon born breed eat pussi someon adept cum tong
19557,1,RT corni ass hoe alway got name mouth
19558,1,RT get win team hoe
19559,1,RT bitch lebron count like 6 eem give miami 6 yr
19560,1,RT whi hoe alway want come bacc leav first place
19561,1,RT thank black darth 17 year old kinki hentai son bitch
19562,0,RT stupid fuck nigger lebron flop stupid jungl bunni monkey faggot
19563,1,RT nigga press pussi bad ye
19564,1,RT My next bitch gotta take
19565,1,RT nigga talk bitch day
19566,1,RT everi girl suck dick let bitch fool
19567,1,RT If ask get done fuck hoe
19568,1,RT also I know one ho particular love point everyon els ho lol
19569,1,RT I alway wast time irrelev bitch
19570,1,RT I see timelin ebola ebola ebola I hate school ebola ebola twitter hoe selfi ebola ebola pull ga
19571,1,RT I hoe I fuck 2 men bitch cuz best friend
19572,1,RT girl smoke weed dopeman slam bitch G relationship goal
19573,1,RT wow let quit nigga beat equal opportun pussi
19574,1,RT 0 hoe
19575,1,RT A woman never cheat unless man drove men cheat new pussi
19576,1,RT I nothin bitch
19577,1,RT I miss thing I realli need life iphon 6 io 8 ps4 bitch new car
19578,1,RT If I get 30 retweet proof I get 0 bitch let settl
19579,2,RT If u act like hoe broke I wrong think u hoe along
19580,1,RT If friend hoe u hoe bird feather flock togeth
19581,1,RT If girl see anoth girl like name bitch notic
19582,1,RT men cheat pussi women cheat cuz think 2 soulmat
19583,1,RT bitch text u right
19584,1,RT u lost bitch
19585,1,RT stop respect women admit hoe phase
19586,0,RT stop stalkin girl social media u bitch ass nigga
19587,1,RT stop wast text bitch tryna fuck u
19588,1,RT U faggot u heat leftov pizza
19589,1,RT U hoe children still awak
19590,1,RT women need put place trash human pet bitch relax
19591,1,RT Y bitch got stop push away nigga realli care nigga give fuck
19592,1,RT girl swear u cheat u fuck bitch real omg could u
19593,1,RT whi pussi fart embarrass
19594,1,RT get girl good hair U want bitch got nappi ass hair Yo kid gone end bb nigga
19595,1,RT bitch make everyth relationship goal
19596,1,RT lol I obsess smell good candl plug spray smelli good wax thingi pussi
19597,1,RT femal 14 act 18 turn like 21 throw pussi like 25 still pass alg
19598,1,RT wife hoe amp end like 2
19599,1,RT black girl ghetto
19600,1,RT I gotta curv hoe chanc curv
19601,1,RT kim K got bitch thinkin hoe career health care benefit
19602,1,RT thi racist bitch world
19603,1,RT I bring anoth bitch let 3some
19604,1,RT A boyfriend girlfriend suppos laugh hoe togeth A guy never hoe laugh girl
19605,1,RT girl favorit line go talk yo hoe
19606,1,RT I get wifey cunt spread leg anyon settl noth rarest differ better lmao
19607,2,RT touch swag wish could I look fli I look good On momma On ho
19608,1,RT retweet big booti bitch
19609,2,RT trash halloween candi time debat
19610,1,RT bruh I never seen mani ugli bitch one pictur smh luda
19611,2,RT bruhhhhh I want oreo milk
19612,2,RT thotgoal I wanna learn jigg realli good I circl
19613,1,RT karma bitch
19615,1,RT bitch think bad bitch pleas tell rhonda rousey
19616,1,RT took bitch 3 month put scarf smfh
19617,1,RT everi time black woman say oh bitch I smile
19618,1,RT nigga gossip like bitch yet realest nigga tho I understand
19619,1,RT come nude trash got big titti
19620,1,RT It goe babe bitch I love I hate I need fuck everyth
19621,1,RT one stupid bitch pop timelin
19622,2,RT lost carolina houston amp tonight St loui lucki seahawk complet trash
19623,1,RT 1st show proof I sold pussi 65 I wait
19624,1,RT faggot use uber real nigga drive drunk
19625,1,RT thi bitch realli happi got 60k follow get kick move car abus bf almost dyi
19626,1,RT I hate peopl take pictur like mind background nah bitch imma mind
19627,1,RT ever stay home school look clock say yeah bitch math right
19628,2,RT I wish I everi time I day play flappi bird foreal
19630,1,RT roll wife bitch
19631,1,RT everi femal worri play amp everi nigga worri hoe So noth game b play wit mind
19632,1,RT dame type bitch go jail meet men
19633,1,RT bitch love nobodi amp ho everybodi
19634,1,RT I wanna watch nigger made christma
19635,1,RT pussi makeup
19636,1,RT ifwed get rid Ex get rid hoe We need No interfer
19637,1,RT A coupl A coupl A coupl amp one A coupl amp A coupl amp plenti No hoe No
19638,1,RT relationship come w hatin ass hoe drama jealousi argument onli real coupl laugh shit
19639,1,RT white bitch win smh fuck hate
19640,1,RT bitch get live
19641,1,RT It bout time I feel like hard work woman stripper hoe night
19642,1,RT everi bitch ass instagram bio like delet 100k book email backpagepussi com
19643,1,RT A real hoe never let turn hous wife let know start catch fe
19644,1,RT yall bitch know friend
19645,1,RT bitch aint got noth I tell still fuck meeeee
19646,1,RT fuck ur wcw let see wat ur current bitch look like oow
19647,1,RT gotta abl keep bitch feet knee next nigga
19648,1,RT If I got time hold phone whole time sex Yo pussi trash
19649,1,RT girl night cook ya bitch ctfu ghettogirl
19650,1,RT lmfaoo lmfao lmao nigger move sooo fast
19651,1,RT ego big I must admit I got everi reason feel like I bitch
19652,1,RT hoe gone learn second place get prize
19653,1,RT hoe thi man want godli
19654,1,RT 500 year racism think nigger hurt feel lol white peopl funni
19655,2,RT dawn planet ape four call bird three french hen two turtl dove partridg
19656,1,RT call mexican tho IM A proud hispan bitch sure like dick tho hoe
19657,0,RT I hate hoe ass peopl
19658,1,RT iont got type bad bitch thing I like
19659,1,RT I neva sleep pussi
19660,1,RT hoe loyal
19661,1,RT I hate see nice fee wit weak nigga Be like girl yu retard r sumn uon know yu cud
19662,1,RT I wanna leav bitch weekend
19663,1,RT If hatin need pussi
19664,1,RT ike finna bitter bitch upsaught care lmao
19665,1,RT trey songz album singl hoe ass nigga lol
19666,1,RT bitch real nasti ah need
19667,1,RT im sick bitch bitch bitch
19668,1,RT go talk hoe
19669,1,RT easi way femal call hoe ask want ketchup fri
19670,2,RT radio trash
19671,1,RT bitch dont act crazi dont realli want
19672,1,RT jacob need stop littl bitch follow instagram
19673,0,RT man lame niggah I find I unfollow TF ass
19674,1,RT lol bitch tryna chill like u kno im mother fuxin dori hoe I touch butt
19675,1,RT Im hook money pussi weed bonu
19676,1,RT quit got hoe shit got got damn thanggg witcha ugli ass
19677,1,RT eat pussi
19679,1,RT bad bitch got bad habit
19680,1,RT I kno u wanna roll w bitch like
19681,1,RT never nigga taken order take must return keep mind bitch
19682,2,RT exclus ar ne wenger gave two yellow card amp red card refere chariti match rome
19683,1,RT mahammad bitch caus I said
19684,1,RT craziest bitch got best pussi
19685,1,RT ugli bitch like argu lot
19686,2,RT I love black shoe caus I match anyth I also need color shoe
19687,2,RT signific number US tweet american flip bird IS UK much
19688,1,RT twitter suspend shit IS multipl iter new region account open today suspend within ho
19689,0,RT I love crippl look fuck crippl goddamit I peopl person
19690,1,RT If call player pussi sidelin concuss low class trash talk might f
19691,2,RT whatta co inki dink ir cancel contract email backup compani right lerner comput crash
19692,1,RT half becam ghetto compton
19693,1,RT ayyy fag
19694,1,RT lmfaoooooooooooooooo put muthafuckin jelli bread bitch spread
19695,1,RT run like bitch michael clifford role model inspir mani
19696,1,RT ate pussi ever tri disrespect fck nigga fed
19697,1,RT I hate girl like I talk got mani hoe bitch ya competit spirit
19698,1,RT nigga expect pull ask hoe
19699,1,RT nigga futur alway hoe
19700,2,RT noth agenda unbeliev dem fail use teabagg
19701,1,RT text phone bitch blew high
19702,1,RT rihanna current drop bomb bitch
19703,1,RT give head amp kiss yo bitch ill nigga
19704,1,RT hickey hurt I see peopl alway hoe
19705,1,RT bitch never talk bout sudden
19706,1,RT still pussi
19707,1,RT attract girl alway insecur shrek look bitch walk around think shit
19708,1,RT seen littl yellow nigga live pineappl crazi shit
19709,1,RT mayb fake bitch pretend real halloween
19710,1,RT school doesnt even test intellig test ur memori test abil keep calm slap bitch
19711,1,RT unloy girl turn good guy asshol unloy guy turn good women bitch
19712,1,RT I hate see peopl money spend stupid shit need 11 tv amp shark tank twat
19713,1,RT If date get rid ya Ex I get rid hoe We need NO interfer
19714,1,RT swag fag hibern great america christma park close
19715,1,RT 11 11 I wish would stop hoe
19716,1,RT birth control mandatori hoe
19717,1,RT guy parti scream hoe loyal drunk amp cheat gf girl look like Ra
19718,1,RT top 3 lie girl tell twitter 1 My dm work 2 whi twitter unfollow peopl 3 I hoe
19719,1,RT girl curl ball bed wait goodnight text go sleep bitch
